gene_id	baseMean_RNA	baseMean_Ribo	log2FoldChange_RNA	padj_RNA	log2FoldChange_Ribo	padj_Ribo	log2FoldChange_RiboRNA	padj_RiboRNA	symb	gene_name	width_gene	biotype	gene_biotype	tx_type	TPM_RNA	TPM_Ribo	TPM_ratio	keep	experiment
ENSG00000120149.9	125.602177625983	42.6889586329516	0.154658135146147	NA	0.374717868980035	0.99968939864732	0.201510664982251	NA	MSX2	MSX2	6315	other	protein_coding	mixed_ns	16.7326210267119	49.1842152758616	2.93942085925116	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120158.12	288.56359996643	38.5904326708809	0.053854298589659	0.967334860818958	-0.0103029889340362	0.99968939864732	-0.0547604927988704	NA	RCL1	RCL1	92974	other	protein_coding	mixed_ns	27.2750191191704	31.5461630984455	1.15659545317323	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120159.13	309.648094201992	31.2019130013666	0.0980834177892023	0.922537700740529	-0.0692927890364213	0.99968939864732	-0.162672723015707	NA	CAAP1	CAAP1	52119	other	protein_coding	mixed_ns	30.4286415733888	26.5178771896932	0.871477523100613	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120253.14	524.042054450275	66.0792778400843	-0.196112593526771	0.690459788693947	0.0650197685477037	0.99968939864732	0.26775526165597	NA	NUP43	NUP43	25351	other	protein_coding	mixed_ns	60.5041326744782	65.9823178300237	1.09054233014163	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120254.15	1021.70447854878	162.814322418581	-0.0840362306335522	0.88252657008789	-0.0536035369183738	0.99968939864732	0.0420199174973103	0.915642787524088	MTHFD1L	MTHFD1L	236339	other	protein_coding	mixed_ns	44.716786399856	61.6284541691217	1.37819506120235	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120256.11	300.87472884655	54.3229341293703	0.0351287631447917	0.981985428102073	0.195552260135506	0.99968939864732	0.165857878065997	NA	LRP11	LRP11	45603	other	protein_coding	mixed_ns	30.9052855266862	48.2584810142882	1.56149604159514	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120265.17	824.756526084449	172.604052116184	-0.0190149180334081	0.985298899293886	0.129252792001075	0.99968939864732	0.154878911458722	0.628900190447166	PCMT1	PCMT1	61978	other	protein_coding	mixed_ns	92.3761762437189	167.197041338401	1.80995845614219	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120278.16	271.40509293031	34.7199231198478	-0.0784354238546141	0.978091583617672	-0.0195507651171729	0.99968939864732	0.0659873321178334	NA	PLEKHG1	PLEKHG1	243783	other	protein_coding	mixed_ns	8.49456840214478	9.39821681544436	1.10637955579608	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120306.11	368.736898738012	85.2179141036799	-0.0100571381569088	0.989176143709344	0.226016743206687	0.99968939864732	0.231923280842819	NA	CYSTM1	CYSTM1	106897	other	protein_coding	mixed_ns	148.103503723077	296.021335760434	1.99874633833061	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120314.18	528.348393755609	58.0050109139292	-0.0405075827307705	0.969203373720391	-0.0495598909522367	0.99968939864732	-0.00130275885678494	NA	WDR55	WDR55	9449	other	protein_coding	mixed_ns	58.6066478874348	55.646183482141	0.949485860188081	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120318.16	214.243226822738	30.1630907856755	-0.0141691635551031	NA	0.00226845443468909	0.999819947146652	0.0455469854832278	NA	ARAP3	ARAP3	28830	other	protein_coding	mixed_ns	6.74612788153692	8.21422680594821	1.21762097460815	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120333.4	188.415509340847	34.885477784019	0.0280714773095879	NA	0.244365145889391	0.99968939864732	0.231975444622962	NA	MRPS14	MRPS14	12637	other	protein_coding	mixed_ns	53.2396142075265	85.2523396685869	1.6012952185618	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120334.15	285.222026858703	10.7013281132991	-0.109018724378243	0.909286915631512	-1.24403479667296	0.99968939864732	-1.12697005678671	NA	CENPL	CENPL	25171	other	protein_coding	mixed_ns	39.1631987276655	12.7079692413494	0.324487520279396	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120370.12	284.963351718533	18.4918928211474	-0.0983838378967431	0.919317019274181	-0.216455535926214	0.99968939864732	-0.102128451380463	NA	GORAB	GORAB	21318	other	protein_coding	mixed_ns	26.8559212231104	15.0721702744661	0.561223357383698	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120437.9	204.073106112071	28.2047415978868	-0.107547021157389	NA	0.0120475410039746	0.99968939864732	0.124837054478999	NA	ACAT2	ACAT2	17068	other	protein_coding	mixed_ns	27.5279933502658	32.9044234389103	1.19530773711817	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120438.12	6993.03290454316	367.230109057782	0.0434767792927171	0.918774799424953	-0.0822723074132713	0.99968939864732	-0.117280359686573	0.638474893811436	TCP1	TCP1	11206	other	protein_coding	mixed_ns	468.126315519377	212.607776502789	0.454167538662945	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120451.10	580.584702850873	20.9516467776631	0.101023205915803	0.89271759290716	0.118246212736603	0.99968939864732	0.0278059621958005	NA	SNX19	SNX19	41074	other	protein_coding	mixed_ns	27.3181821552941	8.52604757250795	0.312101571182167	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120458.11	113.059488918988	10.4141805281911	-0.0544801648420036	NA	-0.0331464779776527	0.99968939864732	0.0284050022604226	NA	MSANTD2	MSANTD2	34176	other	protein_coding	mixed_ns	9.09115736597245	7.24236885070501	0.796638817166743	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120509.10	195.437320111532	24.6058453131428	0.0942085017480671	NA	0.275171087769886	0.99968939864732	0.167667460270234	NA	PDZD11	PDZD11	3920	other	protein_coding	mixed_ns	74.414957527919	81.0278674551582	1.08886533227891	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120526.11	1088.93231091325	94.8020497322754	0.00246458795790648	0.995314050829031	0.17013692501859	0.99968939864732	0.181445381814311	0.657870501934013	NUDCD1	NUDCD1	93200	other	protein_coding	mixed_ns	95.4739377045833	71.8861224013133	0.752939745962341	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120533.13	785.858794445263	75.5800325530337	-0.0114086983107937	0.987720465878439	-0.332728194367964	0.99968939864732	-0.284409190505377	0.508916078788587	ENY2	ENY2	11631	other	protein_coding	mixed_ns	259.368841618931	215.736555084375	0.831775142063284	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120539.14	652.0737114258	21.766794256395	-0.09946985962932	0.880665281216864	-0.414904208682947	0.99968939864732	-0.296901648026522	NA	MASTL	MASTL	32101	other	protein_coding	mixed_ns	37.7921197273745	10.9104436952686	0.288696261918479	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120549.18	43.8340488326878	8.01304126890117	-0.106145546123247	NA	-0.0416998836502315	0.99968939864732	0.0626241393708624	NA	KIAA1217	KIAA1217	853103	other	protein_coding	mixed_ns	0.892202689645965	1.41056369128903	1.58099018043619	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120616.16	570.448722031873	23.0945440016133	-0.0705286116876001	0.924255927741257	0.519962735102768	0.99968939864732	0.605042524129196	NA	EPC1	EPC1	111048	other	protein_coding	mixed_ns	35.5425981056871	12.4447257724678	0.350135511632071	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120647.10	171.767232432299	15.1878341501516	-0.172045578865332	NA	-1.02036381736976	0.99968939864732	-0.8333633751779	NA	CCDC77	CCDC77	53370	other	protein_coding	mixed_ns	15.9545416407595	12.2006576169149	0.7647137656243	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120656.11	409.032620815384	47.1433758643675	0.0432113541891585	0.973817799834293	-0.0361251732330148	0.99968939864732	-0.0660103977336303	NA	TAF12	TAF12	53763	other	protein_coding	mixed_ns	135.554763101292	135.120391884535	0.996795603438648	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120675.6	254.331135597986	35.4128583743272	0.180689870119552	0.850146800620049	0.0339382532707429	0.99968939864732	-0.145500923555017	NA	DNAJC15	DNAJC15	91011	other	protein_coding	mixed_ns	90.4262321430433	108.89282566656	1.20421721756917	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120685.20	388.134006802424	41.5790339995927	-0.0589342075970755	0.955915631480601	0.311196097769557	0.99968939864732	0.370769362318114	NA	PROSER1	PROSER1	28225	other	protein_coding	mixed_ns	22.0506674247751	20.4295038220754	0.92648006650002	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120686.12	276.769845824518	64.3587157780019	-0.065519668865739	0.956757137521201	-0.200851360254215	0.99968939864732	-0.132270517493134	NA	UFM1	UFM1	13771	other	protein_coding	mixed_ns	86.2226438414579	173.401685019085	2.01109218290648	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120688.9	579.916912062609	50.6608738643912	-0.0569094876016966	0.953362486029132	-0.240195094687549	0.99968939864732	-0.172576674968741	NA	WBP4	WBP4	22498	other	protein_coding	mixed_ns	82.5840687824125	62.3945359127077	0.755527510724871	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120690.16	733.719682572938	93.0544526003923	-0.0319031369117397	0.973817799834293	0.175104066391041	0.99968939864732	0.221125089355441	0.588239417348685	ELF1	ELF1	129517	other	protein_coding	mixed_ns	44.2932401442392	48.5833905732905	1.09685790461661	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120694.20	1700.89855905192	219.241410053801	-0.0793968994317937	0.848243150161395	0.0354617818422115	0.99968939864732	0.119320579730816	0.703072066000525	HSPH1	HSPH1	27416	other	protein_coding	mixed_ns	89.5554546420479	99.8342584741994	1.1147758545053	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120696.9	78.7166409141666	9.69652677553573	0.142465026525393	NA	0.494815958411717	0.99968939864732	0.384416749965396	NA	KBTBD7	KBTBD7	4736	other	protein_coding	mixed_ns	6.16946967189879	6.57265537966026	1.06535176104324	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120697.9	705.241970269743	69.8462003315882	-0.0603525318715927	0.94601587337497	-0.0799048767991506	0.99968939864732	-0.0187142136386579	0.974694693048757	ALG5	ALG5	50524	other	protein_coding	mixed_ns	108.488717482717	92.9250044384728	0.856540722340798	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120699.13	692.509964395407	56.8601136616964	-0.020288339677173	0.985298899293886	-0.267355024787447	0.99968939864732	-0.246925326146793	NA	EXOSC8	EXOSC8	10799	other	protein_coding	mixed_ns	116.426977854078	82.6758562276365	0.710109098006966	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120705.13	2258.39808597469	156.037102450048	0.00906419173646497	0.986460335511076	-0.265162623507614	0.99968939864732	-0.280517017470362	0.291829181540361	ETF1	ETF1	37142	other	protein_coding	mixed_ns	203.663005878478	121.697851027876	0.597545197287771	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120709.11	629.33727807736	61.3869522128978	-0.226250632709728	0.492483359449625	-0.214443210877477	0.99968939864732	0.0171593767432226	NA	FAM53C	FAM53C	17795	other	protein_coding	mixed_ns	55.4801998541717	46.8030344573927	0.843598879968228	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120725.13	399.482491730256	71.7517770625566	0.0899599858878855	0.919317019274181	0.421637441338439	0.99968939864732	0.327123644792789	NA	SIL1	SIL1	346834	other	protein_coding	mixed_ns	30.7853836884986	47.8214634532798	1.55338208343156	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120727.13	401.856548209439	87.3011107304283	-0.0945015096764705	0.918774799424953	-0.368704274680524	0.99968939864732	-0.256963396478651	NA	PAIP2	PAIP2	28134	other	protein_coding	mixed_ns	123.283470876964	231.631144362888	1.87884996030047	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120733.14	1963.15265630086	238.268526786112	0.0243511145273239	0.973817799834293	0.121500813731067	0.99968939864732	0.109252645195548	0.734351290669701	KDM3B	KDM3B	84344	other	protein_coding	mixed_ns	56.2014409911653	58.9934016113426	1.04967774083615	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120738.8	437.020257459389	138.809192507862	-0.288452110224659	0.509522038232161	0.39649282323663	0.99968939864732	0.692895533084108	0.0287494634001588	EGR1	EGR1	3825	other	protein_coding	TE_up	43.1295096803716	118.477139569154	2.74700872899264	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120742.11	469.885599286612	95.9114535405822	-0.139064528776272	0.856543871470502	0.0280140651261986	0.99968939864732	0.177485488208139	0.734087151687679	SERP1	SERP1	61231	other	protein_coding	mixed_ns	172.787026749382	305.023183331704	1.76531299293739	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120756.13	576.299211911775	59.1351970170592	0.0115444319797181	0.988447627842485	0.301961317097685	0.99968939864732	0.291205436599504	NA	PLS1	PLS1	117272	other	protein_coding	mixed_ns	35.1590559642514	31.2017252369915	0.887444909462768	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120798.17	269.899735200007	23.0734437348879	-0.343071050248852	0.429761013483605	0.0943038955234021	0.99968939864732	0.441050884727517	NA	NR2C1	NR2C1	53400	other	protein_coding	mixed_ns	18.5454748549617	13.7116998465764	0.739355554592768	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120800.5	1745.49080672172	109.564888304835	0.0220784848724916	0.975828924745676	0.126103622614902	0.99968939864732	0.108649369565965	0.786596132575451	UTP20	UTP20	106514	other	protein_coding	mixed_ns	33.6363068508806	18.2601996005691	0.54287171542113	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120802.13	1831.26795063694	260.575819550469	-0.0708182431195553	0.891742788366482	-0.0348590658283979	0.99968939864732	0.0412173259859247	0.905269713290167	TMPO	TMPO	34868	other	protein_coding	mixed_ns	92.286511770874	113.570053051995	1.23062461537135	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120805.14	687.374082592335	65.3804145646037	-0.00664779245357683	0.992092006858739	-0.185840900844264	0.99968939864732	-0.157282865437408	NA	ARL1	ARL1	14657	other	protein_coding	mixed_ns	99.024909975769	81.4596150475097	0.822617410785252	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120820.12	135.97262381156	9.82979568541894	-0.0642663349993406	NA	-0.257098103664207	0.99968939864732	-0.168551923181875	NA	GLT8D2	GLT8D2	75200	other	protein_coding	mixed_ns	15.778115056337	9.864873302054	0.625225083403862	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120833.14	466.488305343324	12.8874592142183	-0.126089265378947	0.859870506482886	0.359614814744817	0.99968939864732	0.481009264443844	NA	SOCS2	SOCS2	13674	other	protein_coding	mixed_ns	36.8663114500015	8.80845238625064	0.238929582043941	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120837.8	437.871222541615	18.0361340223116	-0.145150939990625	0.817265997963122	-0.464746044448414	0.99968939864732	-0.311264795191441	NA	NFYB	NFYB	21156	other	protein_coding	mixed_ns	111.412982531532	39.6895550995184	0.356238152840811	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120860.11	123.234267810313	9.52741433742038	0.00466132300381702	NA	0.344375289747147	0.99968939864732	0.322560132943347	NA	WASHC3	WASHC3	49310	other	protein_coding	mixed_ns	23.3235705215192	15.5948779250556	0.668631670724135	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120868.13	306.730450080163	23.0984362083991	0.145102834224125	0.880665281216864	-0.694939028732031	0.99968939864732	-0.782258135101904	NA	APAF1	APAF1	90293	other	protein_coding	mixed_ns	11.7040089837941	7.62261023057254	0.651281987319655	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120875.9	570.998040367394	180.659451698625	-0.0040583127479327	0.994136542194925	0.266750355146037	0.99968939864732	0.279211454067064	0.479355981168001	DUSP4	DUSP4	17621	other	protein_coding	mixed_ns	68.3762754028569	187.100475150155	2.73633616408328	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120885.22	1289.97118283904	401.760318860692	0.00300319961871595	0.994136542194925	0.130363400508172	0.99968939864732	0.129404991669091	0.584238503985139	CLU	CLU	17784	other	protein_coding	mixed_ns	61.0715307982252	164.501255805252	2.69358330559536	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120889.13	1251.93162506804	167.582897855119	-0.0675000939999657	0.896711884222952	0.0167734091587746	0.99968939864732	0.0924489812943403	0.788855708091587	TNFRSF10B	TNFRSF10B	48899	other	protein_coding	mixed_ns	132.395679745739	153.273219414398	1.15769049042048	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120896.13	622.444900099208	124.143030560898	0.0379544776345699	0.973817799834293	0.327761793616076	0.99968939864732	0.288522239664651	0.474462050398674	SORBS3	SORBS3	30803	other	protein_coding	mixed_ns	33.4955646184091	57.7766175641772	1.72490352744863	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120899.18	113.496244656716	9.59887274867395	-0.356744324627203	NA	0.279383840363005	0.99968939864732	0.567668597262039	NA	PTK2B	PTK2B	147910	other	protein_coding	mixed_ns	4.91924998917177	3.5981645123879	0.731445752972133	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120910.14	357.572628340406	13.3758918490038	-0.116461979362241	0.902748377292398	0.472458807630909	0.99968939864732	0.547860484590964	NA	PPP3CC	PPP3CC	100324	other	protein_coding	mixed_ns	23.3921060906577	7.56782684994301	0.323520542383545	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120913.23	644.935763678094	74.3968658806451	-0.233664838518358	0.562251846220699	-0.277787069773182	0.99968939864732	-0.0423626066394698	0.946696471036375	PDLIM2	PDLIM2	19747	other	protein_coding	mixed_ns	34.8806744565948	34.7989735475598	0.997657702716249	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120915.14	135.531130475497	21.2944828305143	0.157806510568239	NA	0.432959633445625	0.99968939864732	0.277844965118838	NA	EPHX2	EPHX2	54784	other	protein_coding	mixed_ns	10.1106604425103	13.7388677051016	1.35884967982275	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120942.13	270.570810318343	37.124020461705	-0.150611946345392	0.870839241478932	-0.0182415240745445	0.99968939864732	0.129654046789938	NA	UBIAD1	UBIAD1	22844	other	protein_coding	mixed_ns	28.4827959251548	33.7987049158705	1.18663578549959	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120948.17	732.263025533355	92.7810342816059	-0.099907412824899	0.902410786738794	-0.277409643102683	0.99968939864732	-0.170252446162373	0.764148553569256	TARDBP	TARDBP	14077	other	protein_coding	mixed_ns	29.5144526022064	32.3422490393298	1.09581056695295	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120963.12	132.016960928894	20.9649558127365	0.0751116888736117	NA	-0.709207366257235	0.99968939864732	-0.763431506470967	NA	ZNF706	ZNF706	28316	other	protein_coding	mixed_ns	31.6884004396509	43.5219071565545	1.37343338738223	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000120992.18	552.134354185539	44.6480134713154	0.0405294153980718	0.973817799834293	-0.17267973305918	0.99968939864732	-0.227099746146704	NA	LYPLA1	LYPLA1	55651	other	protein_coding	mixed_ns	81.7351721135851	57.162304901675	0.699359937998762	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121022.14	1729.66310416851	87.1570011883478	-0.0456476608630632	0.948060372367726	-0.374471539842831	0.99968939864732	-0.300132969593983	0.492547853952405	COPS5	COPS5	40705	other	protein_coding	mixed_ns	189.899803080485	82.7577457126751	0.435796901156343	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121039.10	290.877949216223	22.9112228823965	-0.0186230790100972	0.986460335511076	-0.844229895359544	0.99968939864732	-0.783504401553742	NA	RDH10	RDH10	30680	other	protein_coding	mixed_ns	42.0928897702678	28.6740866170654	0.681209742870142	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121057.13	1387.36368169562	47.5548148417355	0.135400896609204	0.679956903685993	0.170044769848999	0.99968939864732	0.0546429432729144	0.93833098821283	AKAP1	AKAP1	36255	other	protein_coding	mixed_ns	34.8544032312194	10.33249503124	0.296447337304719	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121058.5	605.230487117145	54.1024368244896	0.00330208378739851	0.994136542194925	0.0043959728875293	0.99968939864732	0.018985445104602	NA	COIL	COIL	22852	other	protein_coding	mixed_ns	52.863143707922	40.8688480646249	0.773106652348039	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121060.18	617.143678966394	251.693887228057	-0.142044118598223	0.821549885978642	0.283866474212945	0.99968939864732	0.432566975328872	0.101153110775579	TRIM25	TRIM25	77694	other	protein_coding	mixed_ns	48.8924739730963	172.453406098725	3.52719737998164	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121064.12	465.758925683396	71.01440095907	0.08185655633524	0.929312672778432	0.252584927938442	0.99968939864732	0.192651759255165	NA	SCPEP1	SCPEP1	28664	other	protein_coding	mixed_ns	42.7441979391204	56.3645175528915	1.31864721460373	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121067.19	613.620737858319	59.7233495734157	-0.15518879184788	0.77321889720257	0.180278282548557	0.99968939864732	0.358418990174543	NA	SPOP	SPOP	79280	other	protein_coding	mixed_ns	70.0928990224362	59.0012932897858	0.841758496404893	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121073.15	1494.17845792655	90.1698596224343	0.00786839306168708	0.987887772115769	-0.140859809415165	0.99968939864732	-0.154477247891103	0.695033585281376	SLC35B1	SLC35B1	8081	other	protein_coding	mixed_ns	118.200089076744	61.6907580480798	0.52191803347987	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121104.8	182.134755930528	20.0034461568829	0.0919766984798014	NA	0.115245984192965	0.99968939864732	0.0423729775857376	NA	FAM117A	FAM117A	78849	other	protein_coding	mixed_ns	17.3169948926138	16.4485607253001	0.949850758015517	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121152.10	536.689892973374	122.465451270976	-0.291837305322516	0.46919384558244	-0.33972218414349	0.99968939864732	-0.0415213169583903	0.943294076491208	NCAPH	NCAPH	41326	other	protein_coding	mixed_ns	27.0972888208696	53.4760586634141	1.97348373178309	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121210.16	511.442729435938	59.1041914177684	0.0206760769839839	0.985298899293886	0.00175971333796826	0.999819947146652	-0.0222200881070847	NA	TMEM131L	TMEM131L	170366	other	protein_coding	mixed_ns	16.5976208958919	16.5886289100807	0.999458236462469	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121211.8	307.303779780604	20.2316383769235	-0.125823838655161	0.895462006073828	-0.729360557474574	0.99968939864732	-0.571219897187787	NA	MND1	MND1	70470	other	protein_coding	mixed_ns	58.7826170461559	33.4699797192884	0.569385668777011	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121236.21	79.8243106623638	11.2148915149872	0.0510776784660984	NA	0.535975862460731	0.99968939864732	0.499709952956338	NA	TRIM6	TRIM6	16850	other	protein_coding	mixed_ns	4.96396281412035	6.03158982261018	1.21507554517791	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121274.12	427.682462385492	52.6220194377376	0.0205117089541648	0.986322083769801	-0.0694954160251183	0.99968939864732	-0.0743939031588143	NA	TENT4B	TENT4B	82393	other	protein_coding	mixed_ns	25.5123688081925	27.148149584261	1.06411716561354	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121281.12	355.170107755146	22.9347853456211	-0.0382316211528941	0.978091583617672	-0.334959445370619	0.99968939864732	-0.307587466345158	NA	ADCY7	ADCY7	71999	other	protein_coding	mixed_ns	14.9632253224434	8.35654716464475	0.558472320276481	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121289.18	233.151383198952	23.1646875206202	-0.180259858875949	0.859870506482886	-0.377069938577716	0.99968939864732	-0.168898705053252	NA	CEP89	CEP89	96067	other	protein_coding	mixed_ns	12.184240665179	10.4696050462167	0.859274314577311	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121310.17	87.834188427103	12.6259566199788	0.0418423580422523	NA	0.41732496500865	0.99968939864732	0.390692152138201	NA	ECHDC2	ECHDC2	31303	other	protein_coding	mixed_ns	12.3768597355882	15.387021102336	1.24320881314446	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121350.16	131.116233231308	9.36917734571467	-0.215445034266297	NA	-0.567577730368194	0.99968939864732	-0.328937959452567	NA	PYROXD1	PYROXD1	33636	other	protein_coding	mixed_ns	12.6833896001234	7.83833297884653	0.617999858552815	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121390.19	677.756412677399	62.3990635359839	-0.179551250764109	0.632935376881248	-0.108620085112107	0.99968939864732	0.104408749859709	NA	PSPC1	PSPC1	108268	other	protein_coding	mixed_ns	61.6727729565173	49.1067613192674	0.796247014122266	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121481.11	353.029409300226	28.2396815717837	-0.100660387422345	0.909286915631512	0.108161275048631	0.99968939864732	0.229215024325105	NA	RNF2	RNF2	57078	other	protein_coding	mixed_ns	56.2409744985278	38.9085572009872	0.691818688205797	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121486.12	572.316729852626	54.7904451282992	-0.0794621666393222	0.918774799424953	-0.584386987835317	0.99968939864732	-0.504412851965954	NA	TRMT1L	TRMT1L	38972	other	protein_coding	mixed_ns	35.8531626573478	29.6851494028584	0.827964597895094	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121542.12	176.784547769368	16.1610733411753	-0.0146555380272056	NA	0.347745362956521	0.99968939864732	0.356136138206294	NA	SEC22A	SEC22A	72210	other	protein_coding	mixed_ns	17.7846808765697	14.0609724130065	0.790622699985078	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121578.13	178.742648094411	13.5949862897658	-0.181447377171052	NA	0.656026444719878	0.99968939864732	0.843260386445672	NA	B4GALT4	B4GALT4	29215	other	protein_coding	mixed_ns	13.6052219526426	8.94951700373583	0.657800147244018	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121579.13	722.143727622806	101.341546621587	-0.0703277767026126	0.917779922807337	-0.244881672254429	0.99968939864732	-0.169811200541084	0.680572494088495	NAA50	NAA50	29843	other	protein_coding	mixed_ns	91.6547818493024	111.240361830727	1.2136885777943	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121621.7	971.359066009957	74.5115559530973	0.0393323940637354	0.967334860818958	-0.605242578846761	0.99968939864732	-0.624292832622071	0.160133724789495	KIF18A	KIF18A	87538	other	protein_coding	mixed_ns	58.0085431075281	38.4839084589993	0.663417944968266	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121644.19	315.765030234698	17.2034828589103	0.241967122261108	0.695033882668163	-0.318965671748202	0.99968939864732	-0.547687659264428	NA	DESI2	DESI2	55931	other	protein_coding	mixed_ns	59.2057619713092	27.8971413016587	0.471189633792358	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121671.12	181.50775066834	27.7063270559841	-0.20018122580654	NA	0.211042327917838	0.99968939864732	0.408386924749242	NA	CRY2	CRY2	36131	other	protein_coding	mixed_ns	13.9741886338977	18.4481900174225	1.32016179978221	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000121680.16	292.243394006259	34.1497766469942	-0.12694297263472	0.894715452994104	0.255810528578764	0.99968939864732	0.382310127649605	NA	PEX16	PEX16	9150	other	protein_coding	mixed_ns	29.0372039437013	29.3454882472243	1.01061687289591	TRUE	IAA3XR326H_vs_IAA3XWT
